author_url,avatar_url,author_name,author_handle,badge,post_time,tweet_text,replies,retweets,likes,tweet_url,analytics_url,cleaned_text,lemmatized_text,sentiment
https://x.com/bitcoinaioalert,https://pbs.twimg.com/profile_images/1993490348971077632/OZqwFctE_normal.jpg,BitcoinAioAlert,@bitcoinaioalert,·,16h,This was 6 years ago. We are over $1 Trillion in National Defense spending now. #2 highest spender is China at $297 Billion. We SPEND $2 Trillion more than we GENERATE per YEAR as a country (deficit). Citizens should be pissed!,1.4K,1,2,https://x.com/bitcoinaioalert/status/2038758822085292034,https://x.com/bitcoinaioalert/status/2038758822085292034/analytics,this was years ago we are over trillion in national defense spending now highest spender is china at billion we spend trillion more than we generate per year as a country deficit citizens should be pissed,year ago trillion national defense spending highest spender china billion spend trillion generate per year country deficit citizen pissed,Neutral
https://x.com/PkrBum,https://pbs.twimg.com/profile_images/1261788754655707137/zzTRL6lF_normal.jpg,PkrBum,@PkrBum,·,18h,"Iran is sponsoring terrorism.

It's not the same.",1.4K,45,1,https://x.com/PkrBum/status/2038729777159475435,https://x.com/PkrBum/status/2038729777159475435/analytics,iran is sponsoring terrorism its not the same,iran sponsoring terrorism,Neutral
https://x.com/burns195593,https://pbs.twimg.com/profile_images/1873311721902796800/0BCxlsdB_normal.jpg,BUNNY,@burns195593,·,11h,"For fuck sake 
How much more of this pish do we need to listen to
What happened to journalism",5,,,https://x.com/burns195593/status/2038837219880747057,https://x.com/burns195593/status/2038837219880747057/analytics,for fuck sake how much more of this pish do we need to listen to what happened to journalism,fuck sake much pish need listen happened journalism,Neutral
https://x.com/sbp81,https://pbs.twimg.com/profile_images/2718313790/e5f40d3d9777a0b4eab2e15f5a21355f_normal.jpeg,SBP,@sbp81,·,4h,A dip shit what if the American government spent money on its people in veterans instead of wars?,38,,,https://x.com/sbp81/status/2038930857776345163,https://x.com/sbp81/status/2038930857776345163/analytics,a dip shit what if the american government spent money on its people in veterans instead of wars,dip shit american government spent money people veteran instead war,Neutral
https://x.com/Adam639689,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Adam,@Adam639689,·,2h,I imagine if we don’t spend our taxes money on Israel endless wars and we spend the money on our kids and our healthcare system,17,1,,https://x.com/Adam639689/status/2038962096218534169,https://x.com/Adam639689/status/2038962096218534169/analytics,i imagine if we dont spend our taxes money on israel endless wars and we spend the money on our kids and our healthcare system,imagine dont spend tax money israel endless war spend money kid healthcare system,Positive
https://x.com/khar_bozorg,https://pbs.twimg.com/profile_images/1833729832724971520/CDdgrWgD_normal.jpg,Khar Fahm,@khar_bozorg,·,11h,"If the Iranians didn’t spend that money on weapons, they would not have a country by now.",98,,,https://x.com/khar_bozorg/status/2038832347773374554,https://x.com/khar_bozorg/status/2038832347773374554/analytics,if the iranians didnt spend that money on weapons they would not have a country by now,iranian didnt spend money weapon would country,Neutral
https://x.com/TomO85613447,https://pbs.twimg.com/profile_images/1870994820350844928/Ord2ZRp-_normal.jpg,Tom’s On Fire,@TomO85613447,·,11h,"We already DO spend trillions on our people, you fucking moron. The federal budget is $6-7 TRILLION every year. Look at this chart, idiot.",203,2,,https://x.com/TomO85613447/status/2038827246937379235,https://x.com/TomO85613447/status/2038827246937379235/analytics,we already do spend trillions on our people you fucking moron the federal budget is trillion every year look at this chart idiot,already spend trillion people fucking moron federal budget trillion every year look chart idiot,Neutral
https://x.com/FREEtheWordsnow,https://pbs.twimg.com/profile_images/2008017614144995328/nQcchdI-_normal.png,FREE the Words,@FREEtheWordsnow,·,1h,"If the Americans did the same, they might even reach the educational level of the Iranians.",10,,,https://x.com/FREEtheWordsnow/status/2038977761235103816,https://x.com/FREEtheWordsnow/status/2038977761235103816/analytics,if the americans did the same they might even reach the educational level of the iranians,american might even reach educational level iranian,Neutral
https://x.com/ma71133277,https://pbs.twimg.com/profile_images/1192641566176886784/p7HtKpck_normal.jpg,NameMeNot10,@ma71133277,·,14h,RUBIO IS PART OF WHAT'S WRONG IN WASHINGTON. HE DOESN'T BELONG IN THE WH IRCLE AND NEITHER DO THE REST OF TRUMP'S INADEQUATE ADVISERS. THEY ARE SREERING HIM DOWN THE WRONG PATHS.,1.8K,,,https://x.com/ma71133277/status/2038791309322789107,https://x.com/ma71133277/status/2038791309322789107/analytics,rubio is part of whats wrong in washington he doesnt belong in the wh ircle and neither do the rest of trumps inadequate advisers they are sreering him down the wrong paths,rubio part whats wrong washington doesnt belong wh ircle neither rest trump inadequate adviser sreering wrong path,Negative
https://x.com/lagenie24,https://pbs.twimg.com/profile_images/2003582553626910720/Bmc7zcXn_normal.jpg,LAGenie,@lagenie24,·,13h,I use to think it was hubris. Now I think it’s LSD,73,1,,https://x.com/lagenie24/status/2038795531863089308,https://x.com/lagenie24/status/2038795531863089308/analytics,i use to think it was hubris now i think its lsd,use think hubris think lsd,Negative
https://x.com/CHRISTI12512382,https://pbs.twimg.com/profile_images/1638223299967582208/CZ_p98Rs_normal.jpg,CHRISTIE KERR,@CHRISTI12512382,·,12h,"YOU STUPID BASTARD RUBIO!
AS EVIL AS THE AYATOLLAH KHAMENEI WAS, HE WAS COMPARABLE TO WHAT TRUMP HAS RELEASED ON THE WORLD! 
BY KILLING HIM, TRUMP & THIS RECKLESS REGIME HAVE OPENED A HORNETS NEST OF TERRORISM ON THE WORLD THAT THEY HAVE NO FUCKING IDEA  HOW TO DEAL WITH OR STOP!",270,1,1,https://x.com/CHRISTI12512382/status/2038813051323867494,https://x.com/CHRISTI12512382/status/2038813051323867494/analytics,you stupid bastard rubio as evil as the ayatollah khamenei was he was comparable to what trump has released on the world by killing him trump this reckless regime have opened a hornets nest of terrorism on the world that they have no fucking idea how to deal with or stop,stupid bastard rubio evil ayatollah khamenei comparable trump released world killing trump reckless regime opened hornet nest terrorism world fucking idea deal stop,Negative
https://x.com/guy_mfg,https://pbs.twimg.com/profile_images/1612900747586199552/O5kyFLen_normal.jpg,Mfg Guy,@guy_mfg,·,16h,You really need to hire someone to stop you from saying stupid stuff. The US spends 126x as much as Iran on military spending. That's 50% more when compared to GDP and 33.7x more when on a per capita basis.,476,1,13,https://x.com/guy_mfg/status/2038758530807644486,https://x.com/guy_mfg/status/2038758530807644486/analytics,you really need to hire someone to stop you from saying stupid stuff the __united_states__ spends x as much as iran on military spending thats more when compared to gdp and x more when on a per capita basis,really need hire someone stop saying stupid stuff united_states spends x much iran military spending thats compared gdp x per caput basis,Neutral
https://x.com/Bill_of_Rightss,https://pbs.twimg.com/profile_images/2013077139600310272/8VwCjSND_normal.jpg,21st Century Feudalism,@Bill_of_Rightss,·,13h,The ludicrous and hypocritical trash that comes  out of their mouths is getting unbearable. This idiot is representing USA. Every US American should be devastated and those that voted for Trump a 3rd time? Fool me once....,1.1K,3,,https://x.com/Bill_of_Rightss/status/2038803969901052234,https://x.com/Bill_of_Rightss/status/2038803969901052234/analytics,the ludicrous and hypocritical trash that comes out of their mouths is getting unbearable this idiot is representing usa every __united_states__ american should be devastated and those that voted for trump a rd time fool me once,ludicrous hypocritical trash come mouth getting unbearable idiot representing usa every united_states american devastated voted trump rd time fool,Neutral
https://x.com/saavedrakorinna,https://pbs.twimg.com/profile_images/860668819496329216/L6P7rTmk_normal.jpg,Pia Saavedra_Personally,@saavedrakorinna,·,13h,"Imagine if you thought of THAT for your own citizens? You know, reliable healthcare, safe public learning spaces, and trustworthy police, for starters?",947,,,https://x.com/saavedrakorinna/status/2038800050047033720,https://x.com/saavedrakorinna/status/2038800050047033720/analytics,imagine if you thought of that for your own citizens you know reliable healthcare safe public learning spaces and trustworthy police for starters,imagine thought citizen know reliable healthcare safe public learning space trustworthy police starter,Positive
https://x.com/grralph,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Gary Ralph,@grralph,·,11h,"Ah these hollow men.

Never realising that their criticisms are circular projections of their own failures and faults.",105,1,,https://x.com/grralph/status/2038823585113145363,https://x.com/grralph/status/2038823585113145363/analytics,ah these hollow men never realising that their criticisms are circular projections of their own failures and faults,ah hollow men never realising criticism circular projection failure fault,Negative
https://x.com/BjGilger,https://pbs.twimg.com/profile_images/1754292023509819392/YKGPoWkp_normal.jpg,BJ Gilger,@BjGilger,·,9h,How about they didn’t steal it from the workers of America and let them spend the money?,8,,,https://x.com/BjGilger/status/2038864229135183915,https://x.com/BjGilger/status/2038864229135183915/analytics,how about they didnt steal it from the workers of america and let them spend the money,didnt steal worker america let spend money,Positive
https://x.com/miscellany101,https://pbs.twimg.com/profile_images/1965385327079460865/Lxl561ih_normal.jpg,miscellany101,@miscellany101,·,3h,Gas prices in a purple state at the beginning of the war and gas prices yesterday at the same pump. How is this war that America started in Americans' interest?,112,2,,https://x.com/miscellany101/status/2038946302143127712,https://x.com/miscellany101/status/2038946302143127712/analytics,gas prices in a purple state at the beginning of the war and gas prices yesterday at the same pump how is this war that america started in americans interest,gas price purple state beginning war gas price yesterday pump war america started american interest,Neutral
https://x.com/badoudi98567755,https://pbs.twimg.com/profile_images/1808591186543747072/Hz4Ptp6S_normal.jpg,GBI NEWS,@badoudi98567755,·,7h,True US trillions on wars could transform lives at home. Peace dividend needed.,51,,,https://x.com/badoudi98567755/status/2038897323418304797,https://x.com/badoudi98567755/status/2038897323418304797/analytics,true __united_states__ trillions on wars could transform lives at home peace dividend needed,true united_states trillion war could transform life home peace dividend needed,Neutral
https://x.com/VanceElean12934,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Eleanor Vance,@VanceElean12934,·,13h,Whose idea was the US's current war?,642,,,https://x.com/VanceElean12934/status/2038803619282342296,https://x.com/VanceElean12934/status/2038803619282342296/analytics,whose idea was the __united_states__s current war,whose idea united_statess current war,Neutral
https://x.com/LezTonny,https://pbs.twimg.com/profile_images/1721755837654552576/kaC-C-4v_normal.jpg,Tonny Lez,@LezTonny,·,15h,"according to MAGA america need to spend money for wars.. Trilions of it, its called ""Peace through Strength""

The Strength...",1.9K,1,9,https://x.com/LezTonny/status/2038773230518050897,https://x.com/LezTonny/status/2038773230518050897/analytics,according to maga america need to spend money for wars trilions of it its called peace through strength the strength,according maga america need spend money war trilions called peace strength strength,Positive
https://x.com/Davizzy77,https://pbs.twimg.com/profile_images/1597681843985436676/WF3Nj_RU_normal.jpg,Davizzy_CFC,@Davizzy77,·,18h,"That argument cuts both ways—if governments prioritized people over war, everyone would be better off.",731,5,4,https://x.com/Davizzy77/status/2038728855867863128,https://x.com/Davizzy77/status/2038728855867863128/analytics,that argument cuts both waysif governments prioritized people over war everyone would be better off,argument cut waysif government prioritized people war everyone would better,Positive
https://x.com/kawaiibsfr,https://pbs.twimg.com/profile_images/2025619165910851584/sflr7JTb_normal.jpg,Kawaii 🫆,@kawaiibsfr,·,8h,They are same on that regard,142,1,,https://x.com/kawaiibsfr/status/2038874831039656148,https://x.com/kawaiibsfr/status/2038874831039656148/analytics,they are same on that regard,regard,Neutral
https://x.com/catalinamike47,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,catalinamike47,@catalinamike47,·,13h,Imagine not spending on technology and defense.  We would be speaking German and Japanese!,64,,,https://x.com/catalinamike47/status/2038795967655481475,https://x.com/catalinamike47/status/2038795967655481475/analytics,imagine not spending on technology and defense we would be speaking german and japanese,imagine spending technology defense would speaking german japanese,Positive
https://x.com/ParalaxView,https://pbs.twimg.com/profile_images/2021850986977824769/REhMZsD-_normal.jpg,E.D. Kelley,@ParalaxView,·,14h,"Dude, do you even hear yourself? $919B · American Defense spending (FY 2025)",568,,,https://x.com/ParalaxView/status/2038779519625019521,https://x.com/ParalaxView/status/2038779519625019521/analytics,dude do you even hear yourself b american defense spending fy,dude even hear b american defense spending fy,Neutral
https://x.com/HamishMilmine,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Hamish Milmine,@HamishMilmine,·,9h,"Oh so simple Proud socialist. Or, in another scenario the USA would have been nuked already if it didnt have a military to protect it",257,,,https://x.com/HamishMilmine/status/2038866705838211280,https://x.com/HamishMilmine/status/2038866705838211280/analytics,oh so simple proud socialist or in another scenario the usa would have been nuked already if it didnt have a military to protect it,oh simple proud socialist another scenario usa would nuked already didnt military protect,Neutral
https://x.com/BahIdiouthierno,https://pbs.twimg.com/profile_images/2003912193168023552/R1QGh3Bf_normal.png,IDIOUTHIERNO BAH,@BahIdiouthierno,·,11h,"Allahu Akbar media war for loose, US should spend American taxpayers money on health care instead of endless wars",92,1,,https://x.com/BahIdiouthierno/status/2038837604729188773,https://x.com/BahIdiouthierno/status/2038837604729188773/analytics,allahu akbar media war for loose __united_states__ should spend american taxpayers money on health care instead of endless wars,allahu akbar medium war loose united_states spend american taxpayer money health care instead endless war,Positive
https://x.com/Amososime,https://pbs.twimg.com/profile_images/2027721772443811840/TuWbXn3-_normal.jpg,Official Osime,@Amososime,·,4h,"The same should be said about the US too. We have got a lot of people in need of housing, healthcare, shelter. Imagine what $2 billion daily of war fund can do",200,1,7,https://x.com/Amososime/status/2038935883206762990,https://x.com/Amososime/status/2038935883206762990/analytics,the same should be said about the __united_states__ too we have got a lot of people in need of housing healthcare shelter imagine what billion daily of war fund can do,said united_states got lot people need housing healthcare shelter imagine billion daily war fund,Neutral
https://x.com/FormlessEntity,https://pbs.twimg.com/profile_images/1767044816574230528/pKIv4B6E_normal.jpg,Jack Flak,@FormlessEntity,·,10h,The world would have peace if the US disarmed?,133,1,,https://x.com/FormlessEntity/status/2038842268552163437,https://x.com/FormlessEntity/status/2038842268552163437/analytics,the world would have peace if the __united_states__ disarmed,world would peace united_states disarmed,Negative
https://x.com/toghrol1975,https://pbs.twimg.com/profile_images/2038510760180187137/tFa4oTdb_normal.jpg,Toghrol,@toghrol1975,·,7h,"The United States has a military budget 60 times more than Iran, yet it sees no threat to itself, while Iran is constantly threatened by Israel and the United States.",206,1,,https://x.com/toghrol1975/status/2038888221241946135,https://x.com/toghrol1975/status/2038888221241946135/analytics,the __united_states__ __united_states__ has a military budget times more than iran yet it sees no threat to itself while iran is constantly threatened by israel and the __united_states__ __united_states__,united_states united_states military budget time iran yet see threat iran constantly threatened israel united_states united_states,Neutral
https://x.com/BoydBischke,https://pbs.twimg.com/profile_images/1997017927233757184/z7HOlwfX_normal.jpg,Boyd Bischke,@BoydBischke,·,15h,"Imagine if instead of spending $800b on defense we spent over $4tn per year on entitlements.

Ohh wait we do spent over $4tn per year on entitlements.",494,1,,https://x.com/BoydBischke/status/2038764477211082861,https://x.com/BoydBischke/status/2038764477211082861/analytics,imagine if instead of spending b on defense we spent over tn per year on entitlements ohh wait we do spent over tn per year on entitlements,imagine instead spending b defense spent tn per year entitlement ohh wait spent tn per year entitlement,Neutral
https://x.com/envoisier,https://pbs.twimg.com/profile_images/1168168871053971458/uV8nDMCz_normal.jpg,LESLIE VAIZEY,@envoisier,·,10h,But they would’´t be to defend themselves or kick the arse of terrorist nations like the USA and Israël. And how much does the USA spend on terrorist wars ? And what about the suffering poor and sick in the USA ? You are all lying louts.,49,,,https://x.com/envoisier/status/2038843140665151587,https://x.com/envoisier/status/2038843140665151587/analytics,but they wouldt be to defend themselves or kick the arse of terrorist nations like the usa and isral and how much does the usa spend on terrorist wars and what about the suffering poor and sick in the usa you are all lying louts,wouldt defend kick arse terrorist nation like usa isral much usa spend terrorist war suffering poor sick usa lying lout,Negative
https://x.com/1Ark4humanity,https://pbs.twimg.com/profile_images/2038641928510877696/yDwLMqF9_normal.jpg,Creations HQ's,@1Ark4humanity,·,58s,"The lack of self-awareness is astounding.

“Imagine if they spent that money on their people.”

We should.

Trillions poured into war
while our own people struggle to live.

And they say it with a straight face.

Either they don’t see it
or they do, and they don’t care.",2,,,https://x.com/1Ark4humanity/status/2039003966747623925,https://x.com/1Ark4humanity/status/2039003966747623925/analytics,the lack of selfawareness is astounding imagine if they spent that money on their people we should trillions poured into war while our own people struggle to live and they say it with a straight face either they dont see it or they do and they dont care,lack selfawareness astounding imagine spent money people trillion poured war people struggle live say straight face either dont see dont care,Neutral
https://x.com/justjimsopinion,https://pbs.twimg.com/profile_images/1935678332797947904/fs-fpL8__normal.jpg,JustJimsOpinion,@justjimsopinion,·,13h,"CONGRATULATIONS TRUMP ADMINISTRATION!
(With a shoutout to Congress as well!)

You’ve made America Israel’s little bitch. Taken the greatest military in the world & made them a proxy army for a country that today said THEIR troops will NOT be sent onto the battlefield. 

Let me",223,,,https://x.com/justjimsopinion/status/2038805564847731051,https://x.com/justjimsopinion/status/2038805564847731051/analytics,congratulations trump administration with a shoutout to congress as well youve made america israels little bitch taken the greatest military in the world made them a proxy army for a country that today said their troops will not be sent onto the battlefield let me,congratulation trump administration shoutout congress well youve made america israel little bitch taken greatest military world made proxy army country today said troop sent onto battlefield let,Neutral
https://x.com/SapphoDe,https://pbs.twimg.com/profile_images/1623015472/Sappho_normal.jpg,Sappho de Miranda,@SapphoDe,·,14h,Has your lamestream media and their lamestream reporters challenged him on that rather explosive claim?,77,,,https://x.com/SapphoDe/status/2038780357806530974,https://x.com/SapphoDe/status/2038780357806530974/analytics,has your lamestream media and their lamestream reporters challenged him on that rather explosive claim,lamestream medium lamestream reporter challenged rather explosive claim,Neutral
https://x.com/isaiah_tunga,https://pbs.twimg.com/profile_images/2002589492633296897/B2Wc-FrE_normal.jpg,Isaiah T,@isaiah_tunga,·,15h,Who are you to tell Iranians what to do with their money?,35,2,,https://x.com/isaiah_tunga/status/2038764489793745368,https://x.com/isaiah_tunga/status/2038764489793745368/analytics,who are you to tell iranians what to do with their money,tell iranian money,Neutral
https://x.com/travissidelinge,https://pbs.twimg.com/profile_images/1613447914394640384/S3044br2_normal.jpg,Travis Sidelinger,@travissidelinge,·,5h,"Imagine if the United States spent trillions on it's own people and infrastructure instead of spending it on war.

You really screwed up starting this war.",47,,,https://x.com/travissidelinge/status/2038923299921567778,https://x.com/travissidelinge/status/2038923299921567778/analytics,imagine if the __united_states__ __united_states__ spent trillions on its own people and infrastructure instead of spending it on war you really screwed up starting this war,imagine united_states united_states spent trillion people infrastructure instead spending war really screwed starting war,Positive
https://x.com/wan721,https://pbs.twimg.com/profile_images/1979509692444377088/ZNy_UMEo_normal.jpg,Aaron Lin,@wan721,·,10h,"Which is a pretty damn good idea. Good thinking, Iran. These Israeli and US terrorists could attack you at any moment.",30,,,https://x.com/wan721/status/2038844704243249494,https://x.com/wan721/status/2038844704243249494/analytics,which is a pretty damn good idea good thinking iran these israeli and __united_states__ terrorists could attack you at any moment,pretty damn good idea good thinking iran israeli united_states terrorist could attack moment,Positive
https://x.com/AndySmithAtkins,https://pbs.twimg.com/profile_images/1793228348237185025/6S_BiEgR_normal.jpg,Andy Smith,@AndySmithAtkins,·,14h,Imagin a U.S. president that focused on making US citizens lives better instead of making Billionaire Oligarchs more billions.,47,1,,https://x.com/AndySmithAtkins/status/2038790195156574701,https://x.com/AndySmithAtkins/status/2038790195156574701/analytics,imagin a us president that focused on making __united_states__ citizens lives better instead of making billionaire oligarchs more billions,imagin u president focused making united_states citizen life better instead making billionaire oligarch billion,Positive
https://x.com/Nimikumar2,https://pbs.twimg.com/profile_images/1913071429362577408/x0omlXx0_normal.jpg,NiMi the soothsayer,@Nimikumar2,·,14h,"Seems to be he is  the only leader projecting a credible face of America. but ground war could become a Waterloo for Trump. Iran’s confidence suggests it may be receiving possibly munitions  from Russia, China, and nuclear support from North Korea.",586,2,,https://x.com/Nimikumar2/status/2038791338075021334,https://x.com/Nimikumar2/status/2038791338075021334/analytics,seems to be he is the only leader projecting a credible face of america but ground war could become a waterloo for trump irans confidence suggests it may be receiving possibly munitions from russia china and nuclear support from north korea,seems leader projecting credible face america ground war could become waterloo trump iran confidence suggests may receiving possibly munition russia china nuclear support north korea,Neutral
https://x.com/PeterBrunelliLj,https://pbs.twimg.com/profile_images/1969197175293808640/kEsfRtfV_normal.jpg,Peter Brunelli,@PeterBrunelliLj,·,13h,"So we got Tail (Israel) wagging the dog with the shit head statement by Rubio.”We knew about an Israel action”so Israel may have been thinking, “crap! T is too close to a deal and that also happened in June.T close to a deal and Israel goes and kills the negotiators. We fucked it",1K,,,https://x.com/PeterBrunelliLj/status/2038805374946419166,https://x.com/PeterBrunelliLj/status/2038805374946419166/analytics,so we got tail israel wagging the dog with the shit head statement by rubiowe knew about an israel actionso israel may have been thinking crap t is too close to a deal and that also happened in junet close to a deal and israel goes and kills the negotiators we fucked it,got tail israel wagging dog shit head statement rubiowe knew israel actionso israel may thinking crap close deal also happened junet close deal israel go kill negotiator fucked,Neutral
